 INFO  Accepting connections at http://localhost:3000
 HTTP  4/29/2026 7:26:27 AM ::1 GET /js/locales/en.js
 HTTP  4/29/2026 7:26:27 AM ::1 GET /js/locales/ja.js
 HTTP  4/29/2026 7:26:27 AM ::1 Returned 304 in 1 ms
 HTTP  4/29/2026 7:26:27 AM ::1 Returned 304 in 2 ms
 HTTP  4/29/2026 7:26:27 AM ::1 Returned 304 in 1 ms
 HTTP  4/29/2026 7:26:27 AM ::1 Returned 304 in 1 ms
 HTTP  4/29/2026 7:29:02 AM ::1 GET /
 HTTP  4/29/2026 7:29:02 AM ::1 Returned 200 in 1 ms
 HTTP  4/29/2026 7:29:02 AM ::1 GET /css/style.css
 HTTP  4/29/2026 7:29:02 AM ::1 GET /js/main.js
 HTTP  4/29/2026 7:29:02 AM ::1 Returned 200 in 3 ms
 HTTP  4/29/2026 7:29:02 AM ::1 Returned 200 in 1 ms
 HTTP  4/29/2026 7:29:02 AM ::1 GET /js/data.js
 HTTP  4/29/2026 7:29:02 AM ::1 GET /js/engine.js
 HTTP  4/29/2026 7:29:02 AM ::1 GET /js/ui.js
 HTTP  4/29/2026 7:29:02 AM ::1 GET /js/audio.js
 HTTP  4/29/2026 7:29:02 AM ::1 GET /js/i18n.js
 HTTP  4/29/2026 7:29:02 AM ::1 Returned 200 in 2 ms
 HTTP  4/29/2026 7:29:02 AM ::1 Returned 200 in 2 ms
 HTTP  4/29/2026 7:29:02 AM ::1 Returned 200 in 1 ms
 HTTP  4/29/2026 7:29:02 AM ::1 Returned 200 in 2 ms
 HTTP  4/29/2026 7:29:02 AM ::1 Returned 200 in 3 ms
 HTTP  4/29/2026 7:29:03 AM ::1 GET /js/locales/zh-tw.js
 HTTP  4/29/2026 7:29:03 AM ::1 GET /js/locales/zh-cn.js
 HTTP  4/29/2026 7:29:03 AM ::1 GET /js/locales/en.js
 HTTP  4/29/2026 7:29:03 AM ::1 GET /js/locales/ja.js
 HTTP  4/29/2026 7:29:03 AM ::1 Returned 200 in 4 ms
 HTTP  4/29/2026 7:29:03 AM ::1 Returned 200 in 3 ms
 HTTP  4/29/2026 7:29:03 AM ::1 Returned 200 in 3 ms
 HTTP  4/29/2026 7:29:03 AM ::1 Returned 200 in 3 ms
 HTTP  4/29/2026 7:29:04 AM ::1 GET /
 HTTP  4/29/2026 7:29:04 AM ::1 Returned 304 in 1 ms
 HTTP  4/29/2026 7:29:04 AM ::1 GET /css/style.css
 HTTP  4/29/2026 7:29:04 AM ::1 GET /js/main.js
 HTTP  4/29/2026 7:29:04 AM ::1 Returned 304 in 1 ms
 HTTP  4/29/2026 7:29:04 AM ::1 Returned 304 in 0 ms
 HTTP  4/29/2026 7:29:04 AM ::1 GET /js/data.js
 HTTP  4/29/2026 7:29:04 AM ::1 GET /js/engine.js
 HTTP  4/29/2026 7:29:04 AM ::1 GET /js/ui.js
 HTTP  4/29/2026 7:29:04 AM ::1 GET /js/audio.js
 HTTP  4/29/2026 7:29:04 AM ::1 GET /js/i18n.js
 HTTP  4/29/2026 7:29:04 AM ::1 Returned 304 in 8 ms
 HTTP  4/29/2026 7:29:04 AM ::1 Returned 304 in 7 ms
 HTTP  4/29/2026 7:29:04 AM ::1 Returned 304 in 7 ms
 HTTP  4/29/2026 7:29:04 AM ::1 Returned 304 in 15 ms
 HTTP  4/29/2026 7:29:04 AM ::1 Returned 304 in 14 ms
 HTTP  4/29/2026 7:29:04 AM ::1 GET /js/locales/zh-tw.js
 HTTP  4/29/2026 7:29:04 AM ::1 GET /js/locales/zh-cn.js
 HTTP  4/29/2026 7:29:04 AM ::1 GET /js/locales/en.js
 HTTP  4/29/2026 7:29:04 AM ::1 GET /js/locales/ja.js
 HTTP  4/29/2026 7:29:04 AM ::1 Returned 304 in 2 ms
 HTTP  4/29/2026 7:29:04 AM ::1 Returned 304 in 2 ms
 HTTP  4/29/2026 7:29:04 AM ::1 Returned 304 in 2 ms
 HTTP  4/29/2026 7:29:04 AM ::1 Returned 304 in 2 ms
 HTTP  4/29/2026 7:29:09 AM ::1 GET /
 HTTP  4/29/2026 7:29:09 AM ::1 Returned 200 in 1 ms
 HTTP  4/29/2026 7:29:09 AM ::1 GET /css/style.css
 HTTP  4/29/2026 7:29:09 AM ::1 GET /js/main.js
 HTTP  4/29/2026 7:29:09 AM ::1 Returned 200 in 2 ms
 HTTP  4/29/2026 7:29:09 AM ::1 Returned 200 in 2 ms
 HTTP  4/29/2026 7:29:10 AM ::1 GET /js/data.js
 HTTP  4/29/2026 7:29:10 AM ::1 Returned 200 in 1 ms
 HTTP  4/29/2026 7:29:10 AM ::1 GET /js/engine.js
 HTTP  4/29/2026 7:29:10 AM ::1 GET /js/ui.js
 HTTP  4/29/2026 7:29:10 AM ::1 Returned 200 in 1 ms
 HTTP  4/29/2026 7:29:10 AM ::1 Returned 200 in 1 ms
 HTTP  4/29/2026 7:29:10 AM ::1 GET /js/audio.js
 HTTP  4/29/2026 7:29:10 AM ::1 GET /js/i18n.js
 HTTP  4/29/2026 7:29:10 AM ::1 Returned 200 in 1 ms
 HTTP  4/29/2026 7:29:10 AM ::1 Returned 200 in 1 ms
 HTTP  4/29/2026 7:29:10 AM ::1 GET /js/locales/zh-tw.js
 HTTP  4/29/2026 7:29:10 AM ::1 GET /js/locales/zh-cn.js
 HTTP  4/29/2026 7:29:10 AM ::1 GET /js/locales/en.js
 HTTP  4/29/2026 7:29:10 AM ::1 Returned 200 in 2 ms
 HTTP  4/29/2026 7:29:10 AM ::1 Returned 200 in 2 ms
 HTTP  4/29/2026 7:29:10 AM ::1 Returned 200 in 5 ms
 HTTP  4/29/2026 7:29:10 AM ::1 GET /js/locales/ja.js
 HTTP  4/29/2026 7:29:10 AM ::1 Returned 200 in 1 ms
 HTTP  4/29/2026 7:29:11 AM ::1 GET /
 HTTP  4/29/2026 7:29:11 AM ::1 Returned 304 in 1 ms
 HTTP  4/29/2026 7:29:11 AM ::1 GET /css/style.css
 HTTP  4/29/2026 7:29:11 AM ::1 GET /js/main.js
 HTTP  4/29/2026 7:29:11 AM ::1 Returned 304 in 1 ms
 HTTP  4/29/2026 7:29:11 AM ::1 Returned 304 in 1 ms
 HTTP  4/29/2026 7:29:12 AM ::1 GET /js/data.js
 HTTP  4/29/2026 7:29:12 AM ::1 GET /js/engine.js
 HTTP  4/29/2026 7:29:12 AM ::1 GET /js/ui.js
 HTTP  4/29/2026 7:29:12 AM ::1 GET /js/audio.js
 HTTP  4/29/2026 7:29:12 AM ::1 GET /js/i18n.js
 HTTP  4/29/2026 7:29:12 AM ::1 Returned 304 in 2 ms
 HTTP  4/29/2026 7:29:12 AM ::1 Returned 304 in 2 ms
 HTTP  4/29/2026 7:29:12 AM ::1 Returned 304 in 1 ms
 HTTP  4/29/2026 7:29:12 AM ::1 Returned 304 in 2 ms
 HTTP  4/29/2026 7:29:12 AM ::1 Returned 304 in 1 ms
 HTTP  4/29/2026 7:29:12 AM ::1 GET /js/locales/zh-tw.js
 HTTP  4/29/2026 7:29:12 AM ::1 GET /js/locales/zh-cn.js
 HTTP  4/29/2026 7:29:12 AM ::1 GET /js/locales/en.js
 HTTP  4/29/2026 7:29:12 AM ::1 GET /js/locales/ja.js
 HTTP  4/29/2026 7:29:12 AM ::1 Returned 304 in 1 ms
 HTTP  4/29/2026 7:29:12 AM ::1 Returned 304 in 2 ms
 HTTP  4/29/2026 7:29:12 AM ::1 Returned 304 in 6 ms
 HTTP  4/29/2026 7:29:12 AM ::1 Returned 304 in 5 ms
